Number,Translator,Chinese Sentences,Gloss,Note
train-02164,E,你要不要修面或洗头？,你/修面/洗头/要/？,修面
train-02165,E,你要兑换多少呢？,你/兑现/换/多少/？,
train-02166,E,你要在美国待多久？,你/住/美国/时间/多少/？,
train-02167,E,你要往哪个方向去？,你/去/哪/？,
train-02168,E,你要救护车吗？,你/救护车/要/？,
train-02169,E,你觉得学汉语难不难？,你/认为/学/汉语/难/？,
train-02170,E,你订购的货物可随时交付。,你/买/东西/随时/给/可以/。,
train-02171,E,你记得车牌号码吗？,你/车牌/号码/记得/？,
train-02172,E,你说的有道理。,你/说/有/道理/。,
train-02173,E,你说话千万注意啊。,你/说话/一定1/注意/。,
train-02174,E,你赞成这个新设计吗？,你/新/设计/同意/？,
train-02175,E,你身体好吗？,你/身体/好/？,
train-02176,E,你辛苦了。,你/辛苦/。,
train-02177,E,你还愿意回来吗？,你/还/愿意/回来/？,
train-02178,E,你还没喝酒呢？,你/还/没/喝酒/？,
train-02179,E,你这儿有什么特色风味吗？,你/这/特色/风/品尝/有/什么/？,
train-02180,E,你这儿有青铜器复制品吗？,你/这/青铜器/复制/东西/有/？,
train-02181,E,你这儿都有什么邮票？,你/这/邮票/有/什么/？,
train-02182,E,你需要什么样的汽油？,你/需要/汽油/什么/？,
train-02183,E,你需要塑胶袋吗？,你/塑料袋/要/？,
train-02184,E,你需要早餐吗？,你/早上1/吃/要/？,
train-02185,E,你预定了吗？,你/预定/完了/？,预定
train-02186,E,情人节那天你会带我出去吗？,情人节/你/带/我/出去/会/？,
train-02187,E,情况出现了变化。,情况/发生/变化/。,
train-02188,E,想了解如何学习唱歌？,想/了解1/怎么/学习/唱歌/？,
train-02189,E,想刺激你一下。,想/刺激/你/。,
train-02190,E,想吃火锅吗？,火锅/想/吃/？,
train-02191,E,想学吗？,想/学/？,
train-02192,E,想想你买它所得到的好处吧。,想/你/买/它/优点/有/什么/。,
train-02193,E,想把世界上最好的都给你。,想/把/全世界/最/好/都/给/你/。,
train-02194,E,想死的心都有了。,想/死/心/都/有/。,
train-02195,E,想试试这些帽子。,想/试试/这些/帽子/。,
train-02196,E,想起了什么。,想/到/什么/。,
train-02197,E,意大利蔬菜汤可以吗？,意大利/菜/汤/可以/？,
train-02198,E,感冒时吃东西就没有味道。,感冒/吃/东西/品尝/没有/。,
train-02199,E,感到非常的高兴。,感到/高兴/。,
train-02200,E,感觉怎么样？,感觉/怎么样/？,
train-02201,E,感觉还是下雨好。,感觉/还是/下雨/好/。,
train-02202,E,感谢你为我做的一切。,感谢/你/为/我/做/所有/。,
train-02203,E,感谢你的时间。,感谢/你/奉献/时间/。,
train-02204,E,愿意和我一起去看电影吗？,愿意/和/我/一起/看/电影/？,
train-02205,E,愿意和我一起打高尔夫球吗？,愿意/和/我/高尔夫球/？,
train-02206,E,慢慢地，清楚地读。,慢慢/清楚/读/。,
train-02207,E,慢慢来，别生气。,慢慢/来/生气/别/。,
train-02208,E,成功的减肥取决于健康的饮食。,健康/吃/决定/减肥/成功/。,减肥
train-02209,E,成熟的葡萄，紫紫的。,葡萄/成熟/紫/颜色/。,
train-02210,E,我11岁了。,我/年龄/10/1/。,
train-02211,E,我一件干净衣服都没有了。,我/干净/衣服/一个/都/没有2/。,
train-02212,E,我一定要住院吗？,我/一定1/住院/？,
train-02213,E,我一定要加倍努力争取升迁啊。,我/一定1/加/倍/努力/获得/提升/。,
train-02214,E,我一定要拿到他亲笔签名的书。,我/一定1/拿/它/书/亲自/签名/。,亲自
train-02215,E,我一点儿也不了解。,我/了解/一点/没有/。,
train-02216,E,我一直在四处寻找他。,我/一直/到处2/找/他/。,
train-02217,E,我一直没有工作过，这是我第一次找工作。,我/一直/工作/没有/这/是/我/第一次/找/工作/。,
train-02218,E,我三天前去过那儿。,我/三天/前/去/那/完/。,
train-02219,E,我上周真的是太累了。,我/上/周/真是/累/。,
train-02220,E,我上大学时只能靠粗茶淡饭生活。,我/读/大学/生活/吃饭/简单/。,
train-02221,E,我上星期才买的。,我/上/星期/买/。,
train-02222,E,我下午到达伦敦的。,我/下午/到/伦敦/。,
train-02223,E,我下次不会再这样了。,我/下/次/这样/不会/。,
train-02224,E,我下班以后通常去运动。,我/下班/以后/常常/去/运动/。,
train-02225,E,我不习惯于天黑以后出门。,我/不/习惯/晚上/以后/出门/。,
train-02226,E,我不习惯喝酒。,我/喝酒/不/习惯/。,
train-02227,E,我不会用。,我/用/不会/。,
train-02228,E,我不会再找你麻烦了。,我/再/找/你/麻烦/不会/。,
train-02229,E,我不会唱新歌。,我/唱/新/歌/不会/。,
train-02230,E,我不会打网球。,我/打网球/不会/。,
train-02231,E,我不会支持一个好战的政府。,我/支持/喜欢/战争/政府/不会/。,
train-02232,E,我不会有事的。,我/没事/。,
train-02233,E,我不会签这些文件的。,我/签/这些/文件/不会/。,签
train-02234,E,我不会骄傲的。,我/骄傲/不会/。,
train-02235,E,我不反对。,我/不/反对/。,
train-02236,E,我不同意。,我/不/同意/。,
train-02237,E,我不喜欢他在跟我说话之前那种上下打量我的样子。,我/不喜欢/聊天/前/打量/样子/。,
train-02238,E,我不喜欢你了。,我/不喜欢/你/。,
train-02239,E,我不喜欢参加团队合作项目。,我/参加/团队/合作/项目/不喜欢/。,
train-02240,E,我不喜欢吃芦笋。,我/吃/芦笋/不喜欢/。,芦笋
train-02241,E,我不喜欢在电影院约会。,我/电影院/约会/不喜欢/。,
train-02242,E,我不喜欢在购物中心买东西。,我/买/东西/中心/买/东西/不喜欢/。,
train-02243,E,我不喜欢现代式的设计。,我/现代/式/设计/不喜欢/。,
train-02244,E,我不喜欢这份工作。,我/这个/工作/不喜欢/。,
train-02245,E,我不在乎别人的看法。,我/别人/看/法/不在乎/。,
train-02246,E,我不小心弄坏了。,我/不小心/弄翻/。,弄翻
train-02247,E,我不小心打翻了可乐。,我/不小心/可乐/打翻/。,打翻、可乐
train-02248,E,我不干了。,我/不/做/。,
train-02249,E,我不得不独自做这项工作。,我/必须/自己/做/这个/工作/。,
train-02250,E,我不想成为你的包袱。,我/拖/累/你/不愿意/。,
train-02251,E,我不懂你说的。,我/不知道/你/说/。,
train-02252,E,我不接受你的道歉。,你/对不起2/我/不接受/。,
train-02253,E,我不敢在大家面前唱歌。,我/不敢/当众/唱歌/。,
train-02254,E,我不敢相信。,我/不敢/相信/。,
train-02255,E,我不敢相信你赢了比赛。,我/不敢/相信/你/比赛/胜利1/。,
train-02256,E,我不敢走上舞台，我的腿在发抖。,我/不敢/舞台/上/我/腿/发抖/。,发抖
train-02257,E,我不明白。,我/不知道/。,
train-02258,E,我不明白她想要什么。,我/不知道/它/想/要/什么/。,
train-02259,E,我不明白这个规则。,这个/规则/我/不知道/。,
train-02260,E,我不是故意的。,我/故意/不是/。,
train-02261,E,我不知该怎么向你道歉。,我/怎么/对不起2/不知道/。,
train-02262,E,我不知道。,我/不知道/。,
train-02263,E,我不知道今天的作业是什么。,我/今天/作业/什么/不知道/。,
train-02264,E,我不知道怎么用英语来讲这句话。,我/用/英语/讲/这句话/不知道/。,英语
train-02265,E,我不知道我是否可以请2个星期的假。,我/请假/2个/星期/可以/不知道/。,
train-02266,E,我不知道要选哪一个颜色的。,我/选/颜色/哪个/不知道/。,
train-02267,E,我不知道该怎么办才好。,我/怎么办/才/好/不知道/。,
train-02268,E,我不知道该怎么处理这个。,我/应该/怎么/处理/这个/不知道/。,
train-02269,E,我不确定你适不适合那个发型。,你/适合/那个/发型/我/不确定/。,
train-02270,E,我不能专心工作。,我/专心/工作/不行/。,
train-02271,E,我不能为你破例。,我/为/你/破坏/规矩/不行/。,
train-02272,E,我不能回答。,我/回答/不能/。,回答
train-02273,E,我不能失去这个工作。,我/失去/这个/工作/不行/。,
train-02274,E,我不能按时完成报告。,我/按时/完成/报告/不行/。,
train-02275,E,我不能独立完成这件。,这/事/我/自己/胜利1/不行/。,
train-02276,E,我不认识他们。,我/他们/不认识/。,不认识
train-02277,E,我不记得了。,我/不/记得/。,
train-02278,E,我不这么认为。,我/不/同意/。,
train-02279,E,我不适应这儿的环境。,我/这个/环境/不适应/。,不适应
train-02280,E,我不需要你教我怎么开车。,你/教/我/开车/没必要/。,
train-02281,E,我专业学的是商务。,我/专业/学/商/务/。,
train-02282,E,我中头彩了。,我/中彩票/第一/。,
train-02283,E,我为你准备了一张贺卡。,我/为/你/准备/一张/贺卡/。,
train-02284,E,我为你感到非常骄傲。,我/为/你/感到/骄傲2/。,
train-02285,E,我为你的成功而骄傲。,我/你/成功/骄傲2/。,
train-02286,E,我为你而来。,我/为/你/来/。,
train-02287,E,我为获得这个面谈机会而感到高兴。,我/为/获得/面谈/机会/感到/高兴/。,面谈
train-02288,E,我为这个向你道歉。,我/为/这/向/你/道歉/。,
train-02289,E,我也不是本地人。,我/也/不是/本/地/人/。,
train-02290,E,我也不知道该喝些什么。,我/也/不知道/该/喝/什么/。,
train-02291,E,我也会丢人的。,我/也/会/丢脸/。,
train-02292,E,我也很欣赏它。,我/也/欣赏/。,
train-02293,E,我也是。,我/也/是/。,
train-02294,E,我也是这么说的。,我/也是/这样/说/。,
train-02295,E,我也有同感。,我/也有/相同/感受/。,
train-02296,E,我也有同样感觉。,我/也有/相同/感受/。,
train-02297,E,我也没注意。,我/也/没/注意1/。,
train-02298,E,我也这么想。,我也/这么/想/。,
train-02299,E,我也饿了，到了吃午饭的时候。,我/也/饿/到/吃/中午/吃饭/时/。,
train-02300,E,我买不起一部新车。,我/买/新/车/不行2/。,
train-02301,E,我买了一个这么大的蛋糕。,我/买/这/大/蛋糕/一个/。,
train-02302,E,我买了一只老母鸡回来。,我/买/老/母/鸡/一只/回来/。,
train-02303,E,我买了一大串的香蕉。,我/买/香蕉/一大串/。,
train-02304,E,我买这2本书。,我/买/书/2本/。,
train-02305,E,我了解你的意思。,我/了解/你/意思/。,
train-02306,E,我五音不全。,我/唱歌/不行/。,
train-02307,E,我什么时候可以去你那儿坐坐？,我/什么/时候/可以/去/你/那/坐/？,
train-02308,E,我什么时候过来？,我/什么/时候/过来/？,
train-02309,E,我今天下午去美容院。,我/今天/下午/去/美容院/。,美容院
train-02310,E,我今天心情很好。,我/今天/心情/好/。,
train-02311,E,我今天晚上没空。,我/今天/晚上/没有2/时间/。,
train-02312,E,我今天没有作业。,我/今天/没有2/作业/。,
train-02313,E,我今天被老板批评了。,我/今天/老板/批评/我/。,
train-02314,E,我今年要修很多学分。,我/今年/学分/很多/。,
train-02315,E,我从不撒谎。,我/欺骗/以前/没有2/。,
train-02316,E,我从未感到轻松过。,我/一直/感到/简单/没有/。,
train-02317,E,我从未见过他本人。,我/一直/没有2/见/它/本/人/。,
train-02318,E,我从来没听说过那首歌。,我/一直/没有2/听说/那/歌/。,
train-02319,E,我从来没想过去整形。,我/一直/没有2/想过/去/整形/。,整形
train-02320,E,我从来没有在上千人面前演讲过。,我/以前/没有2/人山人海/演讲/。,人山人海
train-02321,E,我从来没有感到如此快乐过。,我/以前/没有2/感到/这样/快乐/。,
train-02322,E,我从来没有见你从超市里买过一瓶果汁。,我/从来/没有2/见/你在/超市/买/水果/喝/。,
train-02323,E,我从没想过它们会这么脏。,我/以前/没有2/想/他们/这/脏/。,
train-02324,E,我从没有这么高兴过。,我/以前/没有2/这样/高兴/。,
train-02325,E,我下车了。,我/下车/。,下车
train-02326,E,我以低价买到了这块表。,我/买/手表/钱/低/。,
train-02327,E,我以前把他看作是一位朋友。,我/以前/把/他/看/是/朋友/。,
train-02328,E,我们一共4个人。,我们/一共/人/4/。,
train-02329,E,我们一定会去你们的家乡。,我们/一定/会/去/你们/家/乡/。,
train-02330,E,我们一定要体验一下。,我们/一定/要/体验/。,
train-02331,E,我们一起努力吧。,我们/一起/努力/。,
train-02332,E,我们一起去喝一杯吧。,我们/一起/喝/。,
train-02333,E,我们一起吃顿饭吧。,我们/一起/吃饭/。,
train-02334,E,我们一起看书吧。,我们/一起/看书/。,
train-02335,E,我们一起读个故事吧。,我们/一起/读/故事/。,
train-02336,E,我们下午2点在会议室开会。,我们/下午/2点/在/会议室/开会/。,2点
train-02337,E,我们下次再做吧。,我们/下次/在做/。,
train-02338,E,我们不仅要知道理论。,我们/只/知道/理论/不是/。,
train-02339,E,我们中国人喜欢咸食。,我们/中国人/喜欢/咸/食物/。,
train-02340,E,我们中间只有一个女孩。,我们/中间/只有/女孩/一个/。,
train-02341,E,我们为你感到骄傲。,我们/为/你/感到/骄傲/。,
train-02342,E,我们也许会一起变老。,我们/也许/会/一起/变老/。,
train-02343,E,我们也需要加强对土地的保护。,我们/也/需要/加强/土地/保护/。,
train-02344,E,我们什么时候可以搬进来？,我们/什么/时候/移动/来/？,
train-02345,E,我们今天下午去游泳好吗？,我们/今天/下午/游泳/可以/？,
train-02346,E,我们今天晚上干什么呢？,我们/今天/晚上/做/什么/？,
train-02347,E,我们今天有家庭作业吗？,我们/今天/家/T/作业/有/？,
train-02348,E,我们今天要像伺候皇帝一般侍候你。,我们/今天/伺候1/你/像/皇帝/一样/。,
train-02349,E,我们从不吵架。,我们/吵架/从来/没有2/。,
train-02350,E,我们从他的信中可以看出他不高兴。,我们/看/信/可以/发现/他/不/高兴/。,
train-02351,E,我们以后再详尽地讨论这一问题。,我们/以后/仔细/交流/这/问题/。,
train-02352,E,我们休息一会儿吧。,我们/休息/一会/。,
train-02353,E,我们会为你免费上门安装的。,我们/会/为/你/到/门/安装/免费/。,
train-02354,E,我们会尽力的。,我们/努力/会/。,
train-02355,E,我们会把它收拾干净。,我们/会/收拾/干净/。,
train-02356,E,我们何不去散散步呢？,我们/去/散步/为什么/不/？,
train-02357,E,我们俩都感到很幸福。,我们/俩/都/感到/幸福/。,
train-02358,E,我们做决定之前必须想得远一点。,我们/做/决定/前/必须/想/远/点/。,
train-02359,E,我们先做这部分吧。,我们/先/做/这/部分/。,
train-02360,E,我们全都同意。,我们/全/都/同意/。,
train-02361,E,我们公司在几楼？,我们/公司/在/楼/多少/？,
train-02362,E,我们再多等一会。,我们/再/多/等/一会/。,
train-02363,E,我们刚好赶上了飞机。,我们/刚好/上飞机/。,
train-02364,E,我们别再联系了。,我们/再/联系/不/。,
train-02365,E,我们到前面坐吧。,我们/到/前面/坐/。,
train-02366,E,我们去云南看望外婆。,我们/去/云南/看望/外婆/。,
train-02367,E,我们去做日光浴吧。,我们/去/做/日光浴/。,日光浴
train-02368,E,我们去划船吧。,我们/去/划船/。,划船
train-02369,E,我们去创业吧。,我们/去/创/业/。,
train-02370,E,我们去咖啡厅吧。,我们/去/咖啡厅/。,
train-02371,E,我们去唱卡拉OK吧。,我们/去/唱/卡拉OK/。,
train-02372,E,我们去旁边的公园吧。,我们/去/旁边/公园/。,
train-02373,E,我们去滑雪吧。,我们/去/滑雪/。,
train-02374,E,我们去照张合影吧。,我们/去/一起/照相/。,
train-02375,E,我们去看电影吧。,我们/去/看/电影/。,
train-02376,E,我们去看看那座城堡吧。,我们/去/看看/那/城堡/。,城堡
train-02377,E,我们去赶海吧。,我们/去/赶海/。,赶海
train-02378,E,我们去钓鱼吧。,我们/去/钓鱼/。,钓鱼
train-02379,E,我们去饺子馆吧。,我们/去/饺子/房子/。,
train-02380,E,我们又见面了。,我们/又/见面/。,
train-02381,E,我们又非常需要航母来强化海军实力。,我们/又/很/需要/船/强化/海军/实力/。,
train-02382,E,我们只有5分多钟，最好快点。,我们/只有/5分钟/最好/快点/。,
train-02383,E,我们可以再找个时间聚一聚。,我们/可以/再/找/时间/一起/。,
train-02384,E,我们可以分别付款吗？,我们/可以/分开/付款/？,付款
train-02385,E,我们可以去实验室看吗？,我们/可以/去/实验室/看/？,
train-02386,E,我们可以去旅游。,我们/去/旅游/可以/。,
train-02387,E,我们可以参加创新创业大赛吗？,我们/参加/创新/创/业/比赛/？,
train-02388,E,我们可以各付各的吗？,我们/分开/付款/可以/？,
train-02389,E,我们可以星期二见个面吗？,我们/星期二/见面/可以/？,
train-02390,E,我们可以用微波炉给肉解冻。,我们/可以/用/微波炉/肉/冰/解决/。,
train-02391,E,我们可以看一下菜单。,我们/看/菜单2/可以/。,
train-02392,E,我们可以给2个孩子一起洗澡了。,我们/可以/孩子/2个/一起/洗澡/。,
train-02393,E,我们可能快要进港了。,我们/可能/快/进/港/。,
train-02394,E,我们吃点心吧。,我们/吃/点心/。,
train-02395,E,我们国家的经济发展已经名列前茅。,我们/国家/经济/发展/排队/著名/。,
train-02396,E,我们国家的经济发展很快。,我们/国家/经济/发展/很快/。,
train-02397,E,我们国家被誉为茶的发源地。,我们/国家/被命名/茶/发源地/。,
train-02398,E,我们国家针对于高铁建设作出了很大的努力。,我们/国家/对/高铁/建设/努力/做/很大/。,
train-02399,E,我们在哪里见面？,我们/在/哪里/见面/？,
train-02400,E,我们在第几车厢？,我们/车厢2/哪个/？,
train-02401,E,我们在这里看电视。,我们/在/这/看/电视/。,
train-02402,E,我们坐的那趟车停在哪个站台？,我们/坐/车/哪个/站台/停/？,
train-02403,E,我们夫妻俩性格相似。,我们/夫妻/性格/像/。,
train-02404,E,我们学校占地面积多少平方米？,我们/学校/占地/面积/平方/米/多少/？,
train-02405,E,我们学校在北京的东部。,我们/学校/在/北京/东/。,
train-02406,E,我们学校有篮球场。,我们/学校/有/篮球场/。,
train-02407,E,我们学校没有足球场。,我们/学校/足球场/没有2/。,
train-02408,E,我们完全迷路了。,我们/完全/迷惑/路/。,
train-02409,E,我们家书店欢迎你。,我们/家/书店/欢迎/你/。,
train-02410,E,我们家有一条小船。,我们/家/有/小船/。,
train-02411,E,我们将蛋糕分成三份吧。,我们/蛋糕/分成/三分/。,
train-02412,E,我们就不能好好谈谈吗？,我们/好/聊天/不行/？,
train-02413,E,我们就在这里扎营。,我们/就/在/这/帐篷/。,
train-02414,E,我们就要做父母了。,我们/马上/就/做/父母/。,
train-02415,E,我们差点撞上了。,我们/撞/差点/。,
train-02416,E,我们已经作出了很大的努力。,我们/努力/大/完了/。,
train-02417,E,我们已经有2个了，再买一个真的没地方放了。,我们/有/2个/完了/再/买/一个/地方/真/没有2/。,
train-02418,E,我们已经租了很长时间的房子了。,我们/租/房子/时间/长/。,
train-02419,E,我们常去的那家店的汉堡。,我们/常常/去/那/家/汉堡/。,
train-02420,E,我们干嘛不去看球赛呢？,我们/不去/看/球/比赛/为什么/？,
train-02421,E,我们年年都去同一个地方度假。,我们/年年/都/去/相同/地方/过/假/。,
train-02422,E,我们应当对所有的工作严格要求。,我们/应该/对/所以/工作/严格/要求/。,
train-02423,E,我们应节省时间干更多的事情。,我们/应该/节约1/时间/做/更多/事/。,
train-02424,E,我们应该充分利用我们的时间。,我们/应该/用/好/我们/时间/。,
train-02425,E,我们应该帮助那些需要帮助的人。,我们/应该/帮助/那些/需要/帮助/人/。,
train-02426,E,我们应该怎么描述自己的需求呢？,我们/应该/怎么/描述/自己/需求/？,
train-02427,E,我们应该结省不必要的开支。,我们/应该/节约1/没必要/开支/。,开支
train-02428,E,我们开车去兜风吧。,我们/开车/去/兜风/。,兜风
train-02429,E,我们当中没有一个人害怕困难。,我们/里/害怕/困难1/一个/没有/。,
train-02430,E,我们彼此相遇纯属偶然。,我们/彼此/相遇/偶然/。,
train-02431,E,我们很难拥有完整的航母生产技术。,我们/有/完整/航母/生产/技术/困难1/。,
train-02432,E,我们得多等一会。,我们/要/多/等/一会/。,
train-02433,E,我们得继续进行这项工程。,我们/要/继续/进行/这/工程/。,
train-02434,E,我们必须先查看一下这所房子再决定租不租。,我们/必须/先/查看/这/房子/再/决定/租/或者/不租/。,
train-02435,E,我们必须加快进度。,我们/必须/加快/度/。,
train-02436,E,我们必须竭力完成任务。,我们/必须/努力/完成/任务/。,
train-02437,E,我们必须调整以适应恶劣的经济形势。,我们/必须/调整/适合/恶劣/经济/形势/。,
train-02438,E,我们必须赶紧去医院。,我们/必须/快/去/医院/。,
train-02439,E,我们怎么坐得这么靠后呀？,我们/坐/靠后/为什么/？,靠后
train-02440,E,我们怎么样避免堵车呢？,我们/怎么/避免/堵车/？,
train-02441,E,我们怎么才能使经济更有活力？,我们/怎么/才能/经济/活力/？,
train-02442,E,我们想买些纪念品。,我们/想买/一些/纪念品/。,
train-02443,E,我们想要买一些。,我们/想要/买/一些/。,
train-02444,E,我们所有的洗衣机都有3年的标准保修期。,我们/所有/洗衣机/都有/标准/保修期/3年/。,
train-02445,E,我们所阅读的书本会影响我们的思想。,我们/阅读/书本/会/影响/我们/思想/。,
train-02446,E,我们把手提箱子放到架子上。,我们/手提箱/架子/放/。,手提箱
train-02447,E,我们按照金额收取最低1元最高50元。,按照/钱/我们/收取/最低/1元/最高/50元/。,
train-02448,E,我们改成明天去怎么样？,我们/改变/明天/去/怎么样/？,
train-02449,E,我们明天不见不散。,我们/明天/再见/。,
train-02450,E,我们明天去看日落吧。,我们/明天/去看/日落/。,日落
train-02451,E,我们是不是在哪儿见过面？,我们/在哪/见面/是不是/？,
train-02452,E,我们是不是应该在停车前把行李拿下来？,我们/应该/停车/前/行李/拿下来/是不是/？,
train-02453,E,我们是双胞胎。,我们/是/双胞胎/。,
train-02454,E,我们是好朋友。,我们/是/好朋友/。,
train-02455,E,我们是昨天刚刚搬进去的。,我们/是/昨天/刚/移动/进去/。,
train-02456,E,我们是直达还是要转车。,我们/是/直达/还是/拐弯/。,
train-02457,E,我们晚饭后可以一起踢足球。,我们/晚饭/后/一起/足球/可以/。,
train-02458,E,我们有1小时的午休时间。,我们/有/中午/休息/时间/1小时/。,
train-02459,E,我们有30分钟空闲时间。,我们/有/空/时间/30/分钟/。,
train-02460,E,我们有几个问题想问你。,我们/有/几个/问题/想/问/你/。,
train-02461,E,我们有孩子了。,我们/有/孩子/。,
train-02462,E,我们有数百个选区。,我们/有/选择/区/超/百/。,
train-02463,E,我们来做句型练习。,我们/来/做/句/型/练习/。,
train-02464,E,我们来擦地板吧。,我们/来/擦地板/。,擦地板
train-02465,E,我们来玩捉迷藏。,我们/来/玩/捉迷藏/。,捉迷藏
train-02466,E,我们来进行日常对话。,我们/来/进行/日常/交流/。,
train-02467,E,我们正打算包饺子吃。,我们/正/计划/包饺子/。,
train-02468,E,我们正需要一部好词典。,我们/正/需要/一个/好/词典/。,
train-02469,E,我们比赛谁先到一楼。,我们/比赛/谁/先/到/一楼/。,
train-02470,E,我们永远不会忘记我们还有多远的路要走。,我们/永远/不会/忘记/还有/远/路/走/。,
train-02471,E,我们没在这儿吃过。,我们/在/这/吃过/没有2/。,
train-02472,E,我从来没买过彩票。,我/从前/至/现在/买/彩/票/没有/。,至
train-02473,E,我们是新时代的接班人。,我们/是/新/时代/接班人/。,
train-02474,E,我们要付出实际行动。,我们/要/实际/行动/付出/。,
train-02475,E,我们要爱护环境。,我们/要/爱护/环境/。,
train-02476,E,我们迷路了，天还在下雨。,我们/迷路/天/依旧/下雨/。,
train-02477,E,我喜欢在吃烧烤时喝啤酒。,我/烧烤/时/喜欢/啤酒/。,烧烤
train-02478,E,我喜欢在喝果汁时放冰块。,我/喝/果汁/冰/块/加/喜欢/。,果汁
train-02479,E,我喜欢汉堡和薯条。,我/喜欢/汉堡/薯条/。,薯条
train-02480,E,我喜欢这款宽松的T恤。,我/这个/T恤/宽松/喜欢/。,
train-02481,E,我妈妈很喜欢摇滚乐。,我/妈妈/喜欢/摇滚/。,摇滚
train-02482,E,我希望老爸能原谅我。,我/希望/爸爸/原谅（我）/。,
train-02483,E,我平时不喜欢穿宽松的牛仔裤。,我/平时/牛仔裤/宽松/不喜欢/。,
train-02484,E,我很不喜欢在家看店。,我/在家/看/不喜欢/。,
train-02485,E,我很喜欢他踢球的样子。,我/喜欢/他/踢球/样子/。,
train-02486,E,我很喜欢做家务。,我/喜欢/做/家务/。,
train-02487,F,我们没有牙膏了。,我们/牙膏/完了/。,
train-02488,F,我们没有猫粮了。,我们/猫/粮食/完了/。,
train-02489,F,我们点餐吧。,我们/挑选/菜/。,
train-02490,F,我们现在有很多事情要做。,我们/事情/多/现在/。,
train-02491,F,我们用不着讨价还价。,我们/讨价还价/不/。,
train-02492,F,我们的上司被解雇了。,我们/领导2/被/解雇/。,
train-02493,F,我们的卫生间出什么事情了？,我们/卫生间/事情2/什么/？,
train-02494,F,我们的旅行计划没有决定好。,我们/旅行/计划/决定/没有/。,
train-02495,F,我们的职责是保卫国家。,保卫/国家/我们/职责/是/。,
train-02496,F,我们的菜怎么还没来啊？,我们/菜/久/长/没有/？,
train-02497,F,我们的饭菜很丰盛。,我们/菜/多/很/。,
train-02498,F,我们离婚吧。,我们/离婚/。,
train-02499,F,我们组建个学习小组怎么样？,我们/建立/学习/组/怎么/？,
train-02500,F,我们经历了很多困难。,我们/经历1/困难1/多/。,
train-02501,F,我们经常叫他的绰号。,我们/经常/叫2/他/外/叫1/。,
train-02502,F,我们绝不能忘记我们最初的目标。,我们/最2/初/目标/忘记/不能/。,
train-02503,F,我们不能休息，即使快要赢了。,我们/休息/不行1/赢/快/。,
train-02504,F,我们能不能拿去汽车保养场把它补一补车胎？,轮胎/送/汽车1/保养/补/可以/？,
train-02505,F,我们能在池塘喂鸭子吗？,池塘/鸭子/我们/喂/可以/？,
train-02506,F,我们能进到里面吗？,我们/进/里面/可以/？,
train-02507,F,我们自己的大型客机。,飞机/大/我们/自己/有/。,
train-02508,F,我们获胜的机会很大。,我们/赢/机会/大/。,
train-02509,F,我们要去迪斯尼乐园了。,我们/去/迪士尼乐园/。,
train-02510,F,我们要废除不合时宜的政策。,政策/不符合/现在/我们/废除/。,
train-02511,F,我们要开拓远大前程。,我们/前程/开拓/大/。,
train-02512,F,我们要按哪一楼呢？,我们/楼层/按/几/？,
train-02513,F,我们要用实际行动来证明。,我们/实际1/行动/证明1/。,
train-02514,F,我们要用抹布擦房间。,我们/房间/抹布/用/。,
train-02515,F,我们该怎么装饰圣诞树呢？,我们/圣诞/树2/装饰/怎么/？,
train-02516,F,我们走楼梯吧。,我们/楼梯/。,
train-02517,F,我们还可以再见面吗？,我们/再/见/可以/？,
train-02518,F,我们还在考虑。,我们/考虑/现在/。,
train-02519,F,我们还没给蛋糕插上蜡烛呢？,我们/蛋糕2/蜡烛/没有/？,
train-02520,F,我们还要多长时间才能到达山顶啊？,到/山/顶/时间/多少/？,
train-02521,F,我们这个位子真棒。,我们/位置2/棒/真1/。,
train-02522,F,我们都为你的进步而高兴。,你/进步/我们/都/高兴/。,
train-02523,F,我们都想要幸福。,幸福/我们/都/想/要/。,
train-02524,F,我们都认为她是一位很负责的老师。,我们/觉得/她/老师/是/负责/很/。,
train-02525,F,我们需要买一些卫生纸。,我们/买/卫生/纸/要/。,
train-02526,F,我们需要多做些练习。,我们/练习/多/做/要/。,
train-02527,F,我们需要更好地协调配合。,我们/协调/配合/更/要/。,
train-02528,F,我们需要更好地调整自己的状态。,我们/状态/调整/好/要/。,
train-02529,F,我们骑自行车吧。,我们/自行车1/。,
train-02530,F,我会保守秘密的。,我/守口如瓶/。,
train-02531,F,我会告诉你个小秘密。,我/秘密/告诉（你）/。,
train-02532,F,我会小心一些的。,我/注意2/。,
train-02533,F,我会尽快确认的。,我/核对/快/。,
train-02534,F,我会尽量修理坏掉的机器。,坏/机器/修/我/尽力/。,
train-02535,F,我会帮你打电话给他。,我/帮助/打电话/给/他/。,
train-02536,F,我会把照片寄给你的。,照片/我/快递/你/。,
train-02537,F,我会排在第一个。,我/排队/第一/会/。,
train-02538,F,我会洗衣做饭。,我/洗/烹饪/会/。,
train-02539,F,我会留在美国一个星期。,我/留/美国/一星期/。,
train-02540,F,我会注意的。,我/注意/。,
train-02541,F,我会穿我的蓝色裙子。,我/穿/裙子/蓝色/。,
train-02542,F,我会给你幸福的。,我/给（你）/幸福/。,
train-02543,F,我会记下每笔收入和支出的。,收入/支出2/每/我/都/写/。,
